pfam,feature_importance_vals
PF02923.13,0.0
PF02924.12,0.0
PF02925.14,0.0
PF02926.15,0.0
PF02928.14,0.0
PF02943.13,0.0
PF02929.15,0.0
PF02931.21,0.0
PF02932.14,0.0
PF02933.15,0.0
PF02934.13,0.0
PF02935.14,0.0
PF02936.12,0.0
PF02937.13,0.0
PF02938.12,0.0
PF02939.14,0.0
PF02940.13,0.0
PF02941.13,0.0
PF02942.12,0.0
PF02977.13,0.0
PF02979.14,0.0
PF02761.12,0.0
PF03031.16,0.0
PF03016.13,0.0
PF03017.12,0.0
PF03018.12,0.0
PF03020.13,0.0
PF03021.12,0.0
PF03022.14,0.0
PF03023.12,0.0
PF03024.12,0.0
PF03025.12,0.0
PF03026.13,0.0
PF03028.13,0.0
PF03029.15,0.0
PF03030.14,0.0
PF03032.13,0.0
PF03014.12,0.0
PF03033.18,0.0
PF03034.13,0.0
PF03035.12,0.0
PF03036.14,0.0
PF03037.14,0.0
PF03038.12,0.0
PF03039.12,0.0
PF03040.12,0.0
PF03041.12,0.0
PF03042.12,0.0
PF03043.12,0.0
PF03044.12,0.0
PF03045.13,0.0
PF03015.17,0.0
PF03013.12,0.0
PF02980.14,0.0
PF02994.12,0.0
PF02981.13,0.0
PF02982.12,0.0
PF02983.12,0.0
PF02984.17,0.0
PF02985.20,0.0
PF02986.12,0.0
PF02987.14,0.0
PF02988.13,0.0
PF02989.12,0.0
PF02990.14,0.0
PF02991.14,0.0
PF02992.12,0.0
PF02993.12,0.0
PF02995.15,0.0
PF03012.12,0.0
PF02996.15,0.0
PF02998.12,0.0
PF02999.12,0.0
PF03000.12,0.0
PF03002.13,0.0
PF03003.14,0.0
PF03004.12,0.0
PF03006.18,0.0
PF03007.14,0.0
PF03008.12,0.0
PF03009.15,0.0
PF03010.12,0.0
PF03011.13,0.0
PF02913.17,0.0
PF02912.16,0.0
PF02911.16,0.0
PF02814.13,0.0
PF02798.18,0.0
PF02799.13,0.0
PF02800.18,0.0
PF02801.20,0.0
PF02803.16,0.0
PF02805.14,0.0
PF02806.16,0.0
PF02807.13,0.0
PF02809.18,0.0
PF02810.13,0.0
PF02811.17,0.0
PF02812.16,0.0
PF02813.12,0.0
PF02815.17,0.0
PF02796.13,0.0
PF02816.16,0.0
PF02817.15,0.0
PF02818.13,0.0
PF02819.13,0.0
PF02820.16,0.0
PF02821.14,0.0
PF02822.12,0.0
PF02823.14,0.0
PF02824.19,0.0
PF02825.18,0.0
PF02826.17,0.0
PF02827.14,0.0
PF02828.14,0.0
PF02797.13,0.0
PF02794.14,0.0
PF02910.18,0.0
PF02777.16,0.0
PF02763.12,0.0
PF02764.12,0.0
PF02765.15,0.0
PF02767.14,0.0
PF02768.13,0.0
PF02769.20,0.0
PF02770.17,0.0
PF02771.14,0.0
PF02772.14,0.0
PF02773.14,0.0
PF02774.16,0.0
PF02775.19,0.0
PF02776.16,0.0
PF02778.12,0.0
PF02793.20,0.0
PF02779.22,0.0
PF02780.18,0.0
PF02781.14,0.0
PF02782.14,0.0
PF02783.13,0.0
PF02784.14,0.0
PF02785.17,0.0
PF02786.15,0.0
PF02787.17,0.0
PF02788.14,0.0
PF02789.15,0.0
PF02791.15,0.0
PF02792.12,0.0
PF02829.12,0.0
PF02830.16,0.0
PF02831.13,0.0
PF02893.18,0.0
PF02880.14,0.0
PF02881.17,0.0
PF02882.17,0.0
PF02883.18,0.0
PF02884.15,0.0
PF02885.15,0.0
PF02886.15,0.0
PF02887.14,0.0
PF02888.14,0.0
PF02889.14,0.0
PF02890.12,0.0
PF02891.18,0.0
PF02892.13,0.0
PF02894.15,0.0
PF02832.14,0.0
PF02895.12,0.0
PF02896.16,0.0
PF02897.13,0.0
PF02898.13,0.0
PF02899.15,0.0
PF02900.16,0.0
PF02901.13,0.0
PF02902.17,0.0
PF02903.12,0.0
PF02905.12,0.0
PF02906.12,0.0
PF02907.13,0.0
PF02909.15,0.0
PF02879.14,0.0
PF02878.14,0.0
PF02877.12,0.0
PF02876.15,0.0
PF02833.12,0.0
PF02834.14,0.0
PF02836.15,0.0
PF02837.16,0.0
PF02838.13,0.0
PF02839.12,0.0
PF02840.13,0.0
PF02841.12,0.0
PF02843.14,0.0
PF02844.13,0.0
PF02845.14,0.0
PF02847.15,0.0
PF02852.20,0.0
PF02854.17,0.0
PF02861.18,0.0
PF02862.15,0.0
PF02863.16,0.0
PF02864.13,0.0
PF02865.15,0.0
PF02866.16,0.0
PF02867.13,0.0
PF02868.13,0.0
PF02870.13,0.0
PF02872.16,0.0
PF02873.14,0.0
PF02874.21,0.0
PF02875.19,0.0
PF03047.12,0.0
PF03048.12,0.0
PF03049.12,0.0
PF03239.12,0.0
PF03225.12,0.0
PF03226.12,0.0
PF03227.14,0.0
PF03228.12,0.0
PF03229.11,0.0
PF03230.11,0.0
PF03231.11,0.0
PF03232.11,0.0
PF03233.11,0.0
PF03234.12,0.0
PF03235.12,0.0
PF03237.13,0.0
PF03238.11,0.0
PF03241.11,0.0
PF03223.13,0.0
PF03242.11,0.0
PF03243.13,0.0
PF03244.12,0.0
PF03245.11,0.0
PF03246.11,0.0
PF03247.12,0.0
PF03248.11,0.0
PF03249.11,0.0
PF03250.12,0.0
PF03251.11,0.0
PF03252.11,0.0
PF03253.12,0.0
PF03254.11,0.0
PF03224.12,0.0
PF03222.11,0.0
PF03187.12,0.0
PF03203.12,0.0
PF03189.11,0.0
PF03190.13,0.0
PF03192.11,0.0
PF03193.14,0.0
PF03194.13,0.0
PF03195.12,0.0
PF03196.11,0.0
PF03197.11,0.0
PF03198.12,0.0
PF03199.13,0.0
PF03200.14,0.0
PF03201.14,0.0
PF03202.11,0.0
PF03205.12,0.0
PF03221.14,0.0
PF03206.12,0.0
PF03207.11,0.0
PF03208.17,0.0
PF03210.11,0.0
PF03211.11,0.0
PF03212.12,0.0
PF03213.12,0.0
PF03214.11,0.0
PF03215.13,0.0
PF03216.11,0.0
PF03217.12,0.0
PF03219.12,0.0
PF03220.11,0.0
PF03255.12,0.0
PF03256.14,0.0
PF03257.11,0.0
PF03305.11,0.0
PF03292.12,0.0
PF03293.12,0.0
PF03294.12,0.0
PF03295.12,0.0
PF03296.11,0.0
PF03297.13,0.0
PF03298.11,0.0
PF03299.12,0.0
PF03300.11,0.0
PF03301.11,0.0
PF03302.11,0.0
PF03303.11,0.0
PF03304.11,0.0
PF03306.11,0.0
PF03258.12,0.0
PF03307.12,0.0
PF03308.14,0.0
PF03309.12,0.0
PF03310.11,0.0
PF03311.12,0.0
PF03312.13,0.0
PF03313.13,0.0
PF03314.12,0.0
PF03315.13,0.0
PF03317.11,0.0
PF03318.11,0.0
PF03319.11,0.0
PF03320.11,0.0
PF03291.14,0.0
PF03290.11,0.0
PF03289.11,0.0
PF03288.14,0.0
PF03259.15,0.0
PF03260.11,0.0
PF03261.13,0.0
PF03262.11,0.0
PF03263.11,0.0
PF03264.12,0.0
PF03265.13,0.0
PF03266.13,0.0
PF03268.12,0.0
PF03269.12,0.0
PF03270.11,0.0
PF03271.15,0.0
PF03272.11,0.0
PF03273.11,0.0
PF03274.12,0.0
PF03275.11,0.0
PF03276.12,0.0
PF03277.11,0.0
PF03278.11,0.0
PF03279.11,0.0
PF03280.12,0.0
PF03281.12,0.0
PF03283.11,0.0
PF03284.11,0.0
PF03285.13,0.0
PF03286.12,0.0
PF03287.12,0.0
PF03188.14,0.0
PF03186.11,0.0
PF03050.12,0.0
PF03100.13,0.0
PF03086.12,0.0
PF03087.12,0.0
PF03088.14,0.0
PF03089.12,0.0
PF03090.15,0.0
PF03091.13,0.0
PF03092.14,0.0
PF03094.13,0.0
PF03095.13,0.0
PF03096.12,0.0
PF03097.16,0.0
PF03098.13,0.0
PF03099.17,0.0
PF03101.13,0.0
PF03084.12,0.0
PF03102.12,0.0
PF03103.15,0.0
PF03104.17,0.0
PF03105.17,0.0
PF03106.13,0.0
PF03107.14,0.0
PF03108.13,0.0
PF03109.14,0.0
PF03110.12,0.0
PF03112.12,0.0
PF03113.12,0.0
PF03114.16,0.0
PF03115.12,0.0
PF03085.13,0.0
PF03083.14,0.0
PF03185.13,0.0
PF03065.13,0.0
PF03051.13,0.0
PF03052.13,0.0
PF03053.12,0.0
PF03054.14,0.0
PF03055.13,0.0
PF03057.12,0.0
PF03058.12,0.0
PF03059.14,0.0
PF03060.13,0.0
PF03061.20,0.0
PF03062.17,0.0
PF03063.18,0.0
PF03064.14,0.0
PF03066.13,0.0
PF03082.12,0.0
PF03067.13,0.0
PF03068.13,0.0
PF03069.13,0.0
PF03070.14,0.0
PF03071.13,0.0
PF03072.12,0.0
PF03074.14,0.0
PF03076.12,0.0
PF03077.12,0.0
PF03078.13,0.0
PF03079.12,0.0
PF03080.13,0.0
PF03081.13,0.0
PF03116.13,0.0
PF03117.12,0.0
PF03118.13,0.0
PF03169.13,0.0
PF03154.13,0.0
PF03155.13,0.0
PF03157.11,0.0
PF03158.11,0.0
PF03159.16,0.0
PF03160.12,0.0
PF03161.11,0.0
PF03162.11,0.0
PF03164.12,0.0
PF03165.14,0.0
PF03166.12,0.0
PF03167.17,0.0
PF03168.11,0.0
PF03170.11,0.0
PF03119.14,0.0
PF03171.18,0.0
PF03172.11,0.0
PF03173.11,0.0
PF03174.11,0.0
PF03175.11,0.0
PF03176.13,0.0
PF03177.12,0.0
PF03178.13,0.0
PF03179.13,0.0
PF03180.12,0.0
PF03181.13,0.0
PF03183.11,0.0
PF03184.17,0.0
PF03153.11,0.0
PF03152.12,0.0
PF03151.14,0.0
PF03150.12,0.0
PF03120.14,0.0
PF03121.13,0.0
PF03122.12,0.0
PF03123.13,0.0
PF03124.12,0.0
PF03125.16,0.0
PF03126.16,0.0
PF03127.12,0.0
PF03128.12,0.0
PF03129.18,0.0
PF03130.14,0.0
PF03131.15,0.0
PF03133.13,0.0
PF03134.17,0.0
PF03135.12,0.0
PF03136.13,0.0
PF03137.18,0.0
PF03139.13,0.0
PF03140.13,0.0
PF03141.14,0.0
PF03142.13,0.0
PF03143.15,0.0
PF03144.23,0.0
PF03145.14,0.0
PF03146.13,0.0
PF03147.12,0.0
PF03148.12,0.0
PF02762.12,0.0
PF02760.13,0.0
PF03323.11,0.0
PF02387.13,0.0
PF02372.13,0.0
PF02373.20,0.0
PF02374.13,0.0
PF02375.15,0.0
PF02376.13,0.0
PF02377.13,0.0
PF02378.16,0.0
PF02380.13,0.0
PF02381.16,0.0
PF02382.13,0.0
PF02383.16,0.0
PF02384.14,0.0
PF02386.14,0.0
PF02388.14,0.0
PF02370.14,0.0
PF02389.13,0.0
PF02390.15,0.0
PF02391.15,0.0
PF02392.14,0.0
PF02393.14,0.0
PF02394.14,0.0
PF02395.14,0.0
PF02397.14,0.0
PF02398.14,0.0
PF02399.13,0.0
PF02401.16,0.0
PF02402.14,0.0
PF02403.20,0.0
PF02371.14,0.0
PF02369.14,0.0
PF02405.14,0.0
PF02351.14,0.0
PF02336.13,0.0
PF02337.15,0.0
PF02338.17,0.0
PF02340.13,0.0
PF02341.13,0.0
PF02342.16,0.0
PF02343.14,0.0
PF02344.13,0.0
PF02346.14,0.0
PF02347.14,0.0
PF02348.17,0.0
PF02349.13,0.0
PF02350.17,0.0
PF02352.13,0.0
PF02368.16,0.0
PF02353.18,0.0
PF02354.14,0.0
PF02355.14,0.0
PF02357.17,0.0
PF02358.14,0.0
PF02359.16,0.0
PF02361.14,0.0
PF02362.19,0.0
PF02363.17,0.0
PF02364.13,0.0
PF02365.13,0.0
PF02366.16,0.0
PF02367.15,0.0
PF02404.13,0.0
PF02406.15,0.0
PF02759.17,0.0
PF02455.14,0.0
PF02442.15,0.0
PF02443.13,0.0
PF02444.14,0.0
PF02445.14,0.0
PF02446.15,0.0
PF02447.14,0.0
PF02448.13,0.0
PF02449.13,0.0
PF02450.13,0.0
PF02451.13,0.0
PF02452.15,0.0
PF02453.15,0.0
PF02454.14,0.0
PF02456.13,0.0
PF02440.13,0.0
PF02457.14,0.0
PF02458.13,0.0
PF02459.13,0.0
PF02460.16,0.0
PF02461.14,0.0
PF02462.13,0.0
PF02463.17,0.0
PF02464.15,0.0
PF02465.16,0.0
PF02466.17,0.0
PF02467.14,0.0
PF02468.13,0.0
PF02469.20,0.0
PF02441.17,0.0
PF02439.13,0.0
PF02407.14,0.0
PF02423.13,0.0
PF02408.18,0.0
PF02410.13,0.0
PF02411.13,0.0
PF02412.16,0.0
PF02413.15,0.0
PF02414.13,0.0
PF02415.15,0.0
PF02416.14,0.0
PF02417.13,0.0
PF02419.15,0.0
PF02420.13,0.0
PF02421.16,0.0
PF02422.14,0.0
PF02424.13,0.0
PF02438.14,0.0
PF02425.13,0.0
PF02426.14,0.0
PF02427.15,0.0
PF02428.13,0.0
PF02429.13,0.0
PF02430.13,0.0
PF02431.13,0.0
PF02432.13,0.0
PF02433.13,0.0
PF02434.14,0.0
PF02435.14,0.0
PF02436.16,0.0
PF02437.15,0.0
PF02335.13,0.0
PF02334.14,0.0
PF02333.13,0.0
PF02246.13,0.0
PF02229.14,0.0
PF02230.14,0.0
PF02232.13,0.0
PF02233.14,0.0
PF02234.17,0.0
PF02236.15,0.0
PF02237.15,0.0
PF02238.13,0.0
PF02239.14,0.0
PF02240.14,0.0
PF02241.16,0.0
PF02244.14,0.0
PF02245.14,0.0
PF02247.14,0.0
PF02226.14,0.0
PF02248.14,0.0
PF02249.15,0.0
PF02250.13,0.0
PF02251.16,0.0
PF02252.16,0.0
PF02253.13,0.0
PF02254.16,0.0
PF02255.14,0.0
PF02256.15,0.0
PF02257.13,0.0
PF02258.14,0.0
PF02259.21,0.0
PF02260.18,0.0
PF02228.14,0.0
PF02225.20,0.0
PF02332.16,0.0
PF02207.18,0.0
PF02194.13,0.0
PF02195.16,0.0
PF02196.13,0.0
PF02197.15,0.0
PF02198.14,0.0
PF02199.13,0.0
PF02200.14,0.0
PF02201.16,0.0
PF02202.14,0.0
PF02203.13,0.0
PF02204.16,0.0
PF02205.18,0.0
PF02206.16,0.0
PF02208.14,0.0
PF02224.16,0.0
PF02209.17,0.0
PF02210.22,0.0
PF02211.13,0.0
PF02212.16,0.0
PF02213.14,0.0
PF02214.20,0.0
PF02216.14,0.0
PF02217.14,0.0
PF02218.13,0.0
PF02219.15,0.0
PF02221.13,0.0
PF02222.20,0.0
PF02223.15,0.0
PF02261.14,0.0
PF02262.14,0.0
PF02263.17,0.0
PF02316.14,0.0
PF02301.16,0.0
PF02302.15,0.0
PF02303.15,0.0
PF02304.13,0.0
PF02305.15,0.0
PF02306.13,0.0
PF02308.14,0.0
PF02309.14,0.0
PF02310.17,0.0
PF02311.17,0.0
PF02312.15,0.0
PF02313.15,0.0
PF02315.14,0.0
PF02317.15,0.0
PF02264.13,0.0
PF02318.14,0.0
PF02319.18,0.0
PF02320.14,0.0
PF02321.16,0.0
PF02322.13,0.0
PF02323.13,0.0
PF02324.14,0.0
PF02325.15,0.0
PF02326.13,0.0
PF02327.15,0.0
PF02329.14,0.0
PF02330.14,0.0
PF02331.13,0.0
PF02300.15,0.0
PF02298.15,0.0
PF02297.15,0.0
PF02296.14,0.0
PF02265.14,0.0
PF02267.15,0.0
PF02268.14,0.0
PF02269.14,0.0
PF02270.13,0.0
PF02271.14,0.0
PF02272.17,0.0
PF02273.13,0.0
PF02274.15,0.0
PF02275.16,0.0
PF02276.16,0.0
PF02277.15,0.0
PF02278.16,0.0
PF02281.14,0.0
PF02282.14,0.0
PF02283.14,0.0
PF02284.14,0.0
PF02285.13,0.0
PF02286.13,0.0
PF02287.13,0.0
PF02288.13,0.0
PF02289.14,0.0
PF02290.13,0.0
PF02291.13,0.0
PF02293.13,0.0
PF02294.16,0.0
PF02295.15,0.0
PF02470.18,0.0
PF02471.15,0.0
PF02472.14,0.0
PF02670.14,0.0
PF02656.13,0.0
PF02657.13,0.0
PF02659.13,0.0
PF02660.13,0.0
PF02661.16,0.0
PF02662.14,0.0
PF02663.12,0.0
PF02664.13,0.0
PF02665.12,0.0
PF02666.13,0.0
PF02667.12,0.0
PF02668.14,0.0
PF02669.13,0.0
PF02671.19,0.0
PF02654.13,0.0
PF02672.13,0.0
PF02673.16,0.0
PF02674.14,0.0
PF02675.13,0.0
PF02676.12,0.0
PF02677.12,0.0
PF02678.14,0.0
PF02679.13,0.0
PF02680.12,0.0
PF02681.12,0.0
PF02682.14,0.0
PF02683.13,0.0
PF02684.13,0.0
PF02655.12,0.0
PF02653.14,0.0
PF02615.12,0.0
PF02631.14,0.0
PF02617.15,0.0
PF02618.14,0.0
PF02620.15,0.0
PF02621.12,0.0
PF02622.13,0.0
PF02623.13,0.0
PF02624.14,0.0
PF02625.14,0.0
PF02626.13,0.0
PF02627.18,0.0
PF02628.13,0.0
PF02629.17,0.0
PF02630.12,0.0
PF02632.12,0.0
PF02652.12,0.0
PF02633.12,0.0
PF02634.13,0.0
PF02635.13,0.0
PF02636.15,0.0
PF02637.16,0.0
PF02638.13,0.0
PF02639.12,0.0
PF02641.13,0.0
PF02643.13,0.0
PF02645.14,0.0
PF02646.14,0.0
PF02649.12,0.0
PF02650.12,0.0
PF02685.14,0.0
PF02686.13,0.0
PF02687.19,0.0
PF02744.15,0.0
PF02731.13,0.0
PF02732.13,0.0
PF02733.15,0.0
PF02734.15,0.0
PF02735.14,0.0
PF02736.17,0.0
PF02737.16,0.0
PF02738.16,0.0
PF02739.14,0.0
PF02740.12,0.0
PF02741.13,0.0
PF02742.13,0.0
PF02743.16,0.0
PF02745.13,0.0
PF02689.12,0.0
PF02746.14,0.0
PF02747.13,0.0
PF02748.13,0.0
PF02749.14,0.0
PF02750.12,0.0
PF02751.12,0.0
PF02752.20,0.0
PF02753.15,0.0
PF02754.14,0.0
PF02755.13,0.0
PF02756.12,0.0
PF02757.15,0.0
PF02758.14,0.0
PF02730.13,0.0
PF02729.19,0.0
PF02727.14,0.0
PF02725.12,0.0
PF02690.13,0.0
PF02691.13,0.0
PF02694.13,0.0
PF02696.12,0.0
PF02697.12,0.0
PF02698.15,0.0
PF02699.13,0.0
PF02700.12,0.0
PF02701.13,0.0
PF02702.15,0.0
PF02703.12,0.0
PF02704.12,0.0
PF02705.14,0.0
PF02706.13,0.0
PF02707.14,0.0
PF02709.12,0.0
PF02710.12,0.0
PF02711.12,0.0
PF02713.12,0.0
PF02714.13,0.0
PF02718.12,0.0
PF02719.13,0.0
PF02720.15,0.0
PF02721.12,0.0
PF02722.13,0.0
PF02723.12,0.0
PF02724.12,0.0
PF02616.12,0.0
PF02614.12,0.0
PF02474.13,0.0
PF02524.12,0.0
PF02510.12,0.0
PF02511.13,0.0
PF02512.12,0.0
PF02513.15,0.0
PF02514.14,0.0
PF02515.15,0.0
PF02516.12,0.0
PF02517.14,0.0
PF02518.24,0.0
PF02519.12,0.0
PF02520.15,0.0
PF02521.12,0.0
PF02522.12,0.0
PF02525.15,0.0
PF02508.12,0.0
PF02526.12,0.0
PF02527.13,0.0
PF02529.13,0.0
PF02530.12,0.0
PF02531.14,0.0
PF02532.12,0.0
PF02533.13,0.0
PF02534.12,0.0
PF02535.20,0.0
PF02537.13,0.0
PF02538.12,0.0
PF02540.15,0.0
PF02541.14,0.0
PF02509.12,0.0
PF02507.13,0.0
PF02613.13,0.0
PF02489.14,0.0
PF02475.14,0.0
PF02476.13,0.0
PF02477.13,0.0
PF02478.14,0.0
PF02479.14,0.0
PF02480.14,0.0
PF02481.13,0.0
PF02482.17,0.0
PF02484.13,0.0
PF02485.19,0.0
PF02486.17,0.0
PF02487.15,0.0
PF02488.13,0.0
PF02491.18,0.0
PF02505.12,0.0
PF02492.17,0.0
PF02493.18,0.0
PF02494.14,0.0
PF02495.15,0.0
PF02496.14,0.0
PF02497.13,0.0
PF02498.15,0.0
PF02499.13,0.0
PF02500.13,0.0
PF02501.15,0.0
PF02502.16,0.0
PF02503.15,0.0
PF02504.13,0.0
PF02542.14,0.0
PF02543.13,0.0
PF02544.14,0.0
PF02597.18,0.0
PF02582.12,0.0
PF02583.15,0.0
PF02585.15,0.0
PF02586.12,0.0
PF02588.13,0.0
PF02589.13,0.0
PF02590.15,0.0
PF02591.13,0.0
PF02592.13,0.0
PF02593.12,0.0
PF02594.14,0.0
PF02595.13,0.0
PF02596.13,0.0
PF02598.15,0.0
PF02545.12,0.0
PF02599.14,0.0
PF02600.14,0.0
PF02601.13,0.0
PF02602.13,0.0
PF02603.14,0.0
PF02604.17,0.0
PF02605.13,0.0
PF02606.12,0.0
PF02607.15,0.0
PF02608.12,0.0
PF02609.14,0.0
PF02610.13,0.0
PF02611.13,0.0
PF02581.15,0.0
PF02580.14,0.0
PF02579.15,0.0
PF02578.13,0.0
PF02547.13,0.0
PF02548.13,0.0
PF02550.13,0.0
PF02551.13,0.0
PF02552.14,0.0
PF02553.13,0.0
PF02554.12,0.0
PF02556.12,0.0
PF02557.15,0.0
PF02558.14,0.0
PF02559.14,0.0
PF02560.12,0.0
PF02561.12,0.0
PF02562.14,0.0
PF02563.14,0.0
PF02565.13,0.0
PF02566.17,0.0
PF02567.14,0.0
PF02568.12,0.0
PF02569.13,0.0
PF02570.13,0.0
PF02571.12,0.0
PF02572.13,0.0
PF02574.14,0.0
PF02575.14,0.0
PF02576.15,0.0
PF02577.12,0.0
PF03321.11,0.0
PF03324.12,0.0
PF02191.14,0.0
PF04051.14,0.0
PF04033.10,0.0
PF04034.11,0.0
PF04037.11,0.0
PF04038.10,0.0
PF04039.11,0.0
PF04041.11,0.0
PF04042.14,0.0
PF04043.13,0.0
PF04045.12,0.0
PF04046.14,0.0
PF04048.12,0.0
PF04049.11,0.0
PF04050.12,0.0
PF04052.11,0.0
PF04031.11,0.0
PF04053.12,0.0
PF04054.13,0.0
PF04055.19,0.0
PF04056.12,0.0
PF04057.10,0.0
PF04059.10,0.0
PF04060.11,0.0
PF04061.12,0.0
PF04062.12,0.0
PF04063.12,0.0
PF04064.11,0.0
PF04065.13,0.0
PF04066.11,0.0
PF04032.14,0.0
PF04030.12,0.0
PF04069.10,0.0
PF04014.16,0.0
PF04001.11,0.0
PF04002.13,0.0
PF04003.10,0.0
PF04004.11,0.0
PF04005.10,0.0
PF04006.10,0.0
PF04007.10,0.0
PF04008.12,0.0
PF04009.10,0.0
PF04010.11,0.0
PF04011.10,0.0
PF04012.10,0.0
PF04013.10,0.0
PF04015.10,0.0
PF04029.12,0.0
PF04016.10,0.0
PF04017.10,0.0
PF04018.11,0.0
PF04019.10,0.0
PF04020.11,0.0
PF04021.10,0.0
PF04022.10,0.0
PF04023.12,0.0
PF04024.10,0.0
PF04025.10,0.0
PF04026.10,0.0
PF04027.11,0.0
PF04028.11,0.0
PF04068.13,0.0
PF04070.10,0.0
PF03865.11,0.0
PF04118.12,0.0
PF04104.12,0.0
PF04106.10,0.0
PF04107.11,0.0
PF04108.10,0.0
PF04109.14,0.0
PF04110.11,0.0
PF04111.10,0.0
PF04112.11,0.0
PF04113.12,0.0
PF04114.12,0.0
PF04115.10,0.0
PF04116.11,0.0
PF04117.10,0.0
PF04119.10,0.0
PF04102.10,0.0
PF04120.10,0.0
PF04121.11,0.0
PF04122.10,0.0
PF04123.11,0.0
PF04124.10,0.0
PF04126.11,0.0
PF04127.13,0.0
PF04129.10,0.0
PF04130.11,0.0
PF04131.12,0.0
PF04133.12,0.0
PF04134.10,0.0
PF04135.10,0.0
PF04103.13,0.0
PF04101.14,0.0
PF04071.10,0.0
PF04085.12,0.0
PF04072.12,0.0
PF04073.13,0.0
PF04074.10,0.0
PF04075.12,0.0
PF04076.11,0.0
PF04077.10,0.0
PF04078.11,0.0
PF04079.14,0.0
PF04080.11,0.0
PF04081.11,0.0
PF04082.16,0.0
PF04083.14,0.0
PF04084.12,0.0
PF04086.11,0.0
PF04100.10,0.0
PF04087.12,0.0
PF04088.11,0.0
PF04089.12,0.0
PF04090.10,0.0
PF04091.10,0.0
PF04092.11,0.0
PF04093.10,0.0
PF04094.12,0.0
PF04095.14,0.0
PF04096.12,0.0
PF04097.12,0.0
PF04098.13,0.0
PF04099.10,0.0
PF04000.13,0.0
PF03999.10,0.0
PF03998.11,0.0
PF03915.11,0.0
PF03902.11,0.0
PF03903.11,0.0
PF03904.11,0.0
PF03905.11,0.0
PF03906.12,0.0
PF03907.11,0.0
PF03908.11,0.0
PF03909.15,0.0
PF03910.11,0.0
PF03911.14,0.0
PF03912.12,0.0
PF03913.11,0.0
PF03914.15,0.0
PF03916.12,0.0
PF03900.13,0.0
PF03917.15,0.0
PF03918.12,0.0
PF03919.13,0.0
PF03920.13,0.0
PF03921.12,0.0
PF03922.12,0.0
PF03923.11,0.0
PF03924.11,0.0
PF03925.11,0.0
PF03927.11,0.0
PF03928.12,0.0
PF03929.14,0.0
PF03930.12,0.0
PF03901.15,0.0
PF03899.13,0.0
PF03997.10,0.0
PF03881.12,0.0
PF03867.12,0.0
PF03868.13,0.0
PF03869.12,0.0
PF03870.13,0.0
PF03871.12,0.0
PF03872.11,0.0
PF03873.11,0.0
PF03874.14,0.0
PF03875.11,0.0
PF03876.15,0.0
PF03878.13,0.0
PF03879.12,0.0
PF03880.13,0.0
PF03882.12,0.0
PF03898.11,0.0
PF03883.12,0.0
PF03884.12,0.0
PF03885.11,0.0
PF03886.11,0.0
PF03887.12,0.0
PF03888.12,0.0
PF03889.11,0.0
PF03891.13,0.0
PF03892.12,0.0
PF03893.14,0.0
PF03894.13,0.0
PF03895.13,0.0
PF03896.14,0.0
PF03931.13,0.0
PF03932.12,0.0
PF03934.11,0.0
PF03982.11,0.0
PF03969.14,0.0
PF03970.11,0.0
PF03971.12,0.0
PF03972.12,0.0
PF03973.11,0.0
PF03974.11,0.0
PF03975.11,0.0
PF03976.12,0.0
PF03977.11,0.0
PF03978.11,0.0
PF03979.12,0.0
PF03980.12,0.0
PF03981.10,0.0
PF03983.10,0.0
PF03935.13,0.0
PF03984.11,0.0
PF03985.11,0.0
PF03986.11,0.0
PF03987.13,0.0
PF03988.10,0.0
PF03989.11,0.0
PF03990.12,0.0
PF03991.10,0.0
PF03992.14,0.0
PF03993.10,0.0
PF03994.12,0.0
PF03995.11,0.0
PF03996.13,0.0
PF03968.12,0.0
PF03966.14,0.0
PF03965.14,0.0
PF03964.13,0.0
PF03936.14,0.0
PF03937.14,0.0
PF03938.12,0.0
PF03939.11,0.0
PF03940.11,0.0
PF03941.13,0.0
PF03942.13,0.0
PF03943.11,0.0
PF03944.12,0.0
PF03945.12,0.0
PF03946.12,0.0
PF03947.16,0.0
PF03948.12,0.0
PF03949.13,0.0
PF03951.17,0.0
PF03952.14,0.0
PF03953.15,0.0
PF03954.12,0.0
PF03955.12,0.0
PF03956.11,0.0
PF03957.11,0.0
PF03958.15,0.0
PF03959.11,0.0
PF03960.13,0.0
PF03961.11,0.0
PF03962.13,0.0
PF03963.12,0.0
PF04136.13,0.0
PF04137.13,0.0
PF04138.12,0.0
PF04328.11,0.0
PF04314.11,0.0
PF04315.10,0.0
PF04316.11,0.0
PF04317.10,0.0
PF04318.10,0.0
PF04319.11,0.0
PF04320.12,0.0
PF04321.15,0.0
PF04322.10,0.0
PF04324.13,0.0
PF04325.11,0.0
PF04326.12,0.0
PF04327.10,0.0
PF04332.13,0.0
PF04312.11,0.0
PF04333.11,0.0
PF04334.10,0.0
PF04335.11,0.0
PF04336.10,0.0
PF04337.10,0.0
PF04338.10,0.0
PF04339.10,0.0
PF04340.10,0.0
PF04341.10,0.0
PF04342.10,0.0
PF04343.11,0.0
PF04344.11,0.0
PF04345.11,0.0
PF04313.12,0.0
PF04311.11,0.0
PF04277.11,0.0
PF04294.11,0.0
PF04279.13,0.0
PF04280.13,0.0
PF04281.11,0.0
PF04282.11,0.0
PF04283.10,0.0
PF04284.11,0.0
PF04285.10,0.0
